Number Of Speakers,Video Input(s),Maximum Contrast Ratio (Dynamic),Language Options,Headphone Jack,Video Output(s),Surround Sound Supported,RF Antenna Input,Smart Capable,USB Port,Media Card Slot,3D-Ready,PC Input,Viewing Modes,Sound Leveler,Mount Type,DVD Player Included,Product Height (without stand),S-Video Inputs,USB Input,Instant Content Supported,Maximum Resolution,Screen Size,On-Screen Display Languages,Product Depth (with stand),Video Outputs,Sleep Timer,3D Technology,Battery Type,DVI Inputs,Number Of Composite Video Inputs,Brightness,Digital Tuner,Power Consumption (watts) Power On,Product Depth Without Stand,Closed Captioning,Digital Comb Filter,Product Weight With Stand,Specific Manufacturer Technologies,Battery Size,Product Height With Stand,Product Height Without Stand,Composite Inputs,Product Depth With Stand,Power Consumption (watts) Stand-by,Estimated Yearly Electricity Use (kWh),Instant Content,VESA Wall Mount Standard,TV/DVD Combo,Minimum Contrast Ratio (Dynamic),Estimated Annual Operating Cost,Component Video Inputs,Horizontal Viewing Angle,Product Weight Without Stand,Number Of HDMI Inputs,Alarm Timer,Number Of HDMI Outputs,Screen Refresh Rate,Batteries Included,TV Type,Screen Size (Measured Diagonally),Secure Digital Memory Card Slot,Speakers,Resolution (Native),Vertical Resolution,Anti-Glare Screen Coating,V-Chip,Refresh Rate,Watts/Channel,PC Inputs,Curved Screen,Resolution,DLNA Certified,Media Card Compatibility,Dynamic Contrast Ratio,Local Dimming,Estimated Annual Electricity Use,Built-In Player,Cable(s) Included,Speaker Output,Input(s),HDMI Inputs,Number Of Analog Audio Outputs,Number Of USB Port(s),Network Compatibility,Maximum Contrast Ratio (Native),A/V Outputs,Color Category,ENERGY STAR Certified,Number Of Auxiliary Inputs,Display Type,Aspect Ratio,Speaker Output Power,Indoor Or Outdoor Use,Audio Outputs,Widescreen,Language(s) Displayed,DND Omega Publish,Simulated Surround,EPEAT Qualified,Mount Bracket/VESA Pattern,Remote Control Type,Estimated Yearly Operating Cost,Volume Leveler,pricematch,Ethernet Port,DLNA,Screen Size Class,EPEAT Level,Product Depth (without stand),Number Of DVI Inputs,Wall Mountable,Headphone Jacks,Number Of Digital Optical Audio Outputs,Product Height (with stand),Weather Resistant,Channel Labeling,Number Of Component Video Inputs,Speaker Location,Integrated Camera,Vertical Viewing Angle
2,Component video|Composite video|HDMI,N/A,N/A,No,N/A,N/A,Yes,Yes,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CinemaNow|Facebook|Hulu Plus|Netflix|Pandora|Rhapsody|YouTube,1920 x 1080,60.03 inches,N/A,N/A,N/A,Yes,Yes,N/A,N/A,2,N/A,Yes,N/A,2.33 inches,N/A,N/A,87.1 pounds,N/A,N/A,33.44 inches,31.97 inches,N/A,15.17 inches,N/A,N/A,N/A,400mm x 400mm,No,N/A,16 United States dollars,N/A,N/A,71.7 pounds,4,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,240Hz,N/A,N/A,No,N/A,Yes,N/A,N/A,N/A,145 kilowatt hours,N/A,N/A,N/A,N/A,N/A,1,2,N/A,N/A,N/A,Silver,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Universal,N/A,N/A,yes,N/A,N/A,60 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,RF/antenna|Component video|Composite video|HDMI|USB 3.0|USB 2.0,N/A,N/A,N/A,N/A,Dolby Digital|DTS,Yes,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3840 x 2160 (4K),64.5 inches,N/A,N/A,N/A,N/A,Yes,N/A,N/A,1,N/A,N/A,N/A,2 inches,N/A,N/A,55.3 pounds,"Tru-4K Engine, Tru-4K Upscaler, Triple XD Engine, Tru-Color Generator, Just Scan (1:1 Pixel Matching), Real Cinema 24p",N/A,34.8 inches,33.1 inches,N/A,9.3 inches,N/A,N/A,N/A,N/A,N/A,N/A,27 United States dollars,N/A,N/A,44.1 pounds,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2160p (4K),Yes,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,248 kilowatt hours,N/A,N/A,N/A,N/A,N/A,N/A,3,Built-in Wi-Fi,N/A,N/A,Black,No,N/A,OLED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Magic,N/A,N/A,N/A,N/A,N/A,65 inches,N/A,N/A,N/A,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,No,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ESPN ScoreCenter|Facebook|HBO GO|Hulu Plus|Netflix|Pandora|Skype|YouTube,1080 x 1920,74.63 inches,N/A,N/A,N/A,N/A,Yes,N/A,N/A,2,N/A,Yes,N/A,1.5 inches,N/A,N/A,N/A,N/A,N/A,39.9 inches,37.9 inches,N/A,12.5 inches,N/A,N/A,N/A,400mm x 400mm,N/A,N/A,16 United States dollars,N/A,N/A,75 pounds,4,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,240Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,146 kilowatt hours,N/A,N/A,N/A,N/A,N/A,0,1,N/A,N/A,N/A,Silver,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,N/A,Smart Touch,N/A,N/A,yes,N/A,N/A,75 inches,Silver,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video,N/A,N/A,Yes,N/A,N/A,Yes,Yes,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Skype,3840 x 2160,54.63 inches,N/A,N/A,N/A,Yes,Yes,N/A,N/A,2,N/A,Yes,N/A,4 inches,N/A,N/A,84 pounds,N/A,N/A,31.25 inches,29.63 inches,N/A,12.63 inches,N/A,N/A,N/A,300mm x 300mm,Yes,N/A,23 United States dollars,N/A,N/A,82.4 pounds,4,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2160p (4K),N/A,Yes,120Hz,N/A,N/A,No,N/A,Yes,N/A,N/A,N/A,201 kilowatt hours,N/A,AC power,N/A,N/A,N/A,2,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Touchpad,N/A,N/A,yes,N/A,N/A,55 inches,N/A,N/A,0,Yes,N/A,2,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1080 x 1920,54.63 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,180 candela per square meter,Yes,N/A,3.88 inches,N/A,N/A,45.19 pounds,N/A,N/A,31.88 inches,29.25 inches,N/A,11.5 inches,N/A,N/A,N/A,400mm x 400mm,N/A,N/A,19.77 United States dollars,N/A,N/A,39.7 pounds,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,179.8 kilowatt hours,N/A,AC power,N/A,N/A,N/A,1,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,55 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video,N/A,N/A,Yes,N/A,N/A,N/A,No,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1366 x 768,31.5 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,160 candela per square meter,N/A,N/A,3.25 inches,N/A,N/A,10.5 pounds,N/A,N/A,19 inches,17.5 inches,N/A,7 inches,N/A,N/A,N/A,200mm x 200mm,No,1,8 United States dollars,N/A,N/A,9.8 pounds,2,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,720p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,72 kilowatt hours,N/A,N/A,10 watts,N/A,N/A,N/A,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,English,N/A,N/A,No,N/A,N/A,N/A,N/A,yes,N/A,N/A,32 inches,N/A,N/A,1,Yes,N/A,2,N/A,N/A,Yes,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,N/A,N/A,N/A,Yes,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Amazon Video|Facebook|Hulu Plus|Radio|Netflix|Pandora|Twitter|YouTube,1366 x 768,31.5 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,N/A,Yes,N/A,2.5 inches,N/A,N/A,11.5 pounds,N/A,N/A,18.69 inches,17 inches,N/A,6.87 inches,N/A,N/A,N/A,100mm x 100mm,N/A,N/A,6 United States dollars,N/A,N/A,10.8 pounds,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,720p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,54 kilowatt hours,N/A,AC power,10 watts,N/A,N/A,N/A,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,yes,N/A,N/A,32 inches,N/A,N/A,0,Yes,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,Yes,N/A,1920 x 1080,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,700 cd/m&#178;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,548,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,120Hz,N/A,LED,"47""",N/A,N/A,N/A,1080p,N/A,Yes,N/A,10,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,16:09,20W,N/A,2,N/A,N/A,No,N/A,No,600mm x 400mm,Weather-resistant,$60,N/A,yes,No,N/A,"47""",N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,HDMI|Component video|Composite video,N/A,N/A,Yes,RF/antenna,N/A,Yes,No,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1366 x 768,31.5 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,N/A,N/A,N/A,3.2 inches,N/A,Yes,13.7 pounds,N/A,N/A,18.5 inches,17.4 inches,N/A,7.3 inches,N/A,N/A,N/A,200mm x 100mm,Yes,N/A,9 United States dollars,N/A,176 degrees,12.8 pounds,2,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,80 kilowatt hours,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Standard,N/A,No,yes,N/A,N/A,32 inches,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,Yes,1,N/A,N/A,176 degrees
2,Component video|Composite video|HDMI,N/A,N/A,No,N/A,N/A,Yes,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ESPN ScoreCenter|Facebook|HBO GO|Hulu Plus|Netflix|Pandora|Skype|YouTube,3840 x 2160,54.63 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,2,N/A,Yes,N/A,4.5 inches,N/A,N/A,48.1 pounds,N/A,N/A,29.9 inches,28.13 inches,N/A,11.63 inches,N/A,N/A,N/A,400mm x 400mm,N/A,N/A,18 United States dollars,N/A,N/A,41.2 pounds,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2160p (4K),N/A,Yes,120Hz,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,161 kilowatt hours,N/A,USB,20 watts,N/A,N/A,1,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Smart,N/A,N/A,yes,N/A,N/A,55 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,HDMI|USB|Ethernet|Component video|Composite video|RF/antenna,N/A,N/A,N/A,N/A,Dolby Digital|DTS Premium Sound,Yes,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3840 x 2160 (4K),64.5 inches,N/A,N/A,N/A,N/A,Yes,N/A,N/A,1,N/A,N/A,N/A,4.2 inches,N/A,N/A,72.5 pounds,N/A,N/A,36 inches,32.9 inches,N/A,14.4 inches,N/A,N/A,N/A,400mm x 400mm,N/A,N/A,20 United States dollars,N/A,N/A,65.7 pounds,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2160p (4K),N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,Yes,181 kilowatt hours,N/A,Power,60 watts,N/A,N/A,1,3,Built-in Wi-Fi,N/A,N/A,Silver,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Smart,N/A,N/A,yes,N/A,N/A,65 inches,N/A,N/A,N/A,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,Yes,N/A,N/A,Yes,No,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1366 x 768,31.5 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,N/A,N/A,3.63 inches,N/A,N/A,12.3 pounds,N/A,N/A,19.38 inches,17.38 inches,N/A,7 inches,N/A,N/A,N/A,200mm x 100mm,No,N/A,8 United States dollars,N/A,N/A,13.2 pounds,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,720p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,74 kilowatt hours,N/A,N/A,10 watts,N/A,N/A,N/A,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,yes,N/A,N/A,32 inches,N/A,N/A,0,Yes,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1080 x 1920,60 inches,N/A,N/A,N/A,N/A,Yes,N/A,N/A,1,N/A,Yes,N/A,3.5 inches,N/A,N/A,44.3 pounds,N/A,N/A,33 inches,31.5 inches,N/A,10.25 inches,N/A,N/A,N/A,400mm x 300mm,N/A,N/A,20 United States dollars,N/A,N/A,42.1 pounds,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,181 kilowatt hours,N/A,USB,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,60 inches,N/A,N/A,0,No,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
4,RF/antenna|Component video|Composite video|HDMI|USB,N/A,N/A,N/A,N/A,Dolby Digital|DTS,Yes,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3840 x 2160,64.5 inches,N/A,N/A,N/A,N/A,Yes,N/A,N/A,1,N/A,N/A,N/A,1.9 inches,N/A,N/A,65.2 pounds,Tru-4K Engine Pro,N/A,35.3 inches,33.3 inches,N/A,9.8 inches,N/A,N/A,N/A,N/A,N/A,N/A,17 United States dollars,N/A,N/A,56.2 pounds,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2160p (4K),N/A,Yes,240Hz,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,159 kilowatt hours,N/A,N/A,60 watts,N/A,N/A,N/A,3,Built-in Wi-Fi,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Magic,N/A,N/A,N/A,N/A,N/A,65 inches,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV Tweets,1080 x 1920,49.5 inches,N/A,N/A,N/A,N/A,Yes,N/A,N/A,2,N/A,Yes,N/A,2.63 inches,N/A,N/A,32.6 pounds,N/A,N/A,27.38 inches,25.88 inches,N/A,7.13 inches,N/A,N/A,N/A,N/A,No,N/A,9 United States dollars,N/A,N/A,30 pounds,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,74 kilowatt hours,N/A,USB,N/A,N/A,N/A,1,1,N/A,N/A,N/A,Multi,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,50 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
N/A,N/A,N/A,"English, French, Spanish",N/A,N/A,N/A,1,Yes,Yes,Yes,N/A,N/A,N/A,Yes,N/A,N/A,"30-3/4""",N/A,Yes,N/A,3840 x 2160,N/A,N/A,"11-5/8""",N/A,Yes,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,280,"Netflix, Pandora, YouTube, Hulu Plus",N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,Yes,N/A,120Hz,N/A,LED Flat-Panel,"57-1/2""",N/A,2,N/A,2160p (4K),N/A,Yes,N/A,10,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,16:9,20W,N/A,N/A,N/A,N/A,Yes,Yes,No,400mm x 400mm,Multifunction,$31,N/A,yes,Yes,Yes,"58""",N/A,"1-3/4""",N/A,N/A,N/A,N/A,"31-3/4""",N/A,N/A,N/A,Bottom,N/A,N/A
2,Component video|Composite video|HDMI,1000,N/A,Yes,N/A,N/A,N/A,N/A,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1080 x 1920,24 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,Yes,N/A,2.13 inches,N/A,N/A,7.7 pounds,N/A,N/A,15.63 inches,13.9 inches,N/A,7 inches,N/A,N/A,N/A,75mm x 75mm,Yes,1,6.04 United States dollars,N/A,N/A,7.3 pounds,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,54.9 kilowatt hours,N/A,USB,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,White,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,24 inches,N/A,N/A,0,No,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A
N/A,N/A,N/A,"English, French, Spanish",N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,"13-1/4""",N/A,Yes,N/A,1920 x 1080,N/A,N/A,"5-3/4""",N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,51.1,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,60Hz,N/A,LED,"24""",N/A,2,N/A,1080p,N/A,Yes,N/A,3,1,N/A,N/A,N/A,N/A,"10,000:1",N/A,N/A,DVD,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,16:9,6W,N/A,2,N/A,N/A,Yes,N/A,No,100mm x 100mm,N/A,$5.60,N/A,yes,No,N/A,"24""",N/A,"1-7/8""",N/A,N/A,Yes,N/A,"14-7/8""",N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,"13-1/2""",N/A,Yes,N/A,1366 x 768,N/A,N/A,"5-1/2""",N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,45,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,60Hz,N/A,LED,"23-5/8""",N/A,2,N/A,720p,N/A,Yes,N/A,5,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,16:09,10W,N/A,N/A,N/A,N/A,Yes,N/A,No,100mm x 100mm,N/A,$5,N/A,yes,No,N/A,"24""",N/A,"2-1/8""",N/A,N/A,N/A,N/A,"15-1/8""",N/A,N/A,N/A,N/A,N/A,N/A
2,Component video|Composite video|HDMI|RF/antenna,N/A,N/A,Yes,N/A,DTS Premium Sound|Dolby Digital,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3840 x 2160 (4K),54.6 inches,N/A,N/A,N/A,N/A,Yes,N/A,N/A,1,N/A,Yes,N/A,3.6 inches,Yes,N/A,53.4 pounds,N/A,N/A,31.1 inches,28.1 inches,N/A,12.7 inches,N/A,N/A,N/A,400mm x 400mm,N/A,N/A,20 United States dollars,N/A,N/A,47.6 pounds,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2160p (4K),N/A,Yes,N/A,N/A,N/A,Yes,N/A,Yes,N/A,N/A,N/A,179 kilowatt hours,N/A,Power,60 watts,N/A,N/A,1,3,Built-in Wi-Fi,N/A,N/A,Silver,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,English|Spanish|French,N/A,Yes,No,N/A,Smart,N/A,N/A,yes,N/A,N/A,55 inches,N/A,N/A,N/A,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video,1300,N/A,Yes,Not Applicable,N/A,Yes,No,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1920 x 1080,55 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,700 candela per square meter,Yes,N/A,7.8 inches,N/A,N/A,125 pounds,N/A,N/A,33.5 inches,33.5 inches,N/A,7.8 inches,N/A,N/A,N/A,600mm x 200mm,No,N/A,13 United States dollars,N/A,N/A,120 pounds,2,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,Yes,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,122 kilowatt hours,N/A,Not Applicable,20 watts,N/A,N/A,1,0,N/A,N/A,N/A,White,No,N/A,LED,N/A,N/A,Outdoor,N/A,N/A,N/A,N/A,N/A,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,55 inches,N/A,N/A,0,Yes,N/A,0,N/A,Yes,Yes,2,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,Yes,N/A,N/A,Yes,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Amazon Video|Hulu Plus|MLB.TV|Netflix|Pandora|Skype|Spotify|YouTube,1080 x 1920,59.5 inches,N/A,N/A,N/A,N/A,Yes,N/A,N/A,1,N/A,Yes,N/A,2.25 inches,N/A,N/A,49.6 pounds,N/A,N/A,32.88 inches,31.38 inches,N/A,10.75 inches,N/A,N/A,N/A,400mm x 400mm,No,N/A,10 United States dollars,N/A,N/A,49 pounds,3,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,240Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,91 kilowatt hours,N/A,USB,20 watts,N/A,N/A,1,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Magic,N/A,N/A,yes,N/A,N/A,60 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,No,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Amazon Video|Crackle|M-GO|Netflix|Pandora|TED TV|VUDU|YouTube,1080 x 1920,49.5 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,N/A,Yes,N/A,3.75 inches,N/A,N/A,40.1 pounds,N/A,N/A,28.5 inches,26.5 inches,N/A,9 inches,N/A,N/A,N/A,400mm x 400mm,No,N/A,11 United States dollars,N/A,N/A,34.4 pounds,2,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,101 kilowatt hours,N/A,N/A,N/A,N/A,N/A,2,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Universal,N/A,N/A,yes,N/A,N/A,50 inches,Silver,N/A,0,Yes,N/A,2,N/A,N/A,Yes,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Facebook|Hulu Plus|Netflix|Pandora|YouTube,1366 x 768,27.5 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,N/A,N/A,2.36 inches,N/A,N/A,9.26 pounds,N/A,N/A,16.5 inches,15.68 inches,N/A,4.88 inches,N/A,N/A,N/A,100mm x 100mm,N/A,N/A,4 United States dollars,N/A,N/A,8.93 pounds,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,720p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,40 kilowatt hours,N/A,AC power,N/A,N/A,N/A,1,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Smart,N/A,N/A,yes,N/A,N/A,28 inches,N/A,N/A,0,Yes,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A
